path,url,style,tag,title,author,save_count,comment_count,downloaded,error
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_10.jpg,https://www.pinterest.com/pin/50735933297886936/,y2k,accessories,Kpop Y2K Romantic Lovely Silver Color Bow Heart Irregular Geometry Open Finger Rings For Women,,17,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_11.jpg,https://www.pinterest.com/pin/987484655789265238/,y2k,accessories,"1pc Women's New Y2K Distressed Rabbit Ear Baseball Cap, Punk Street Hip Hop Style Snapback Hat",SHEIN ,137,6,True,
,https://www.pinterest.com/pin/252975704065393918/,y2k,accessories,,,,,False,Timeout 30000ms exceeded.
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_13.jpg,https://www.pinterest.com/pin/183592122304888634/,y2k,accessories,Tyadorw Y2k Star Beaded Bracelets Kawaii Double Layer Bracelet for Women Trendy Fairycore Jewelry Fairy Grunge Accessories,,22,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_14.jpg,https://www.pinterest.com/pin/5348093304529164/,y2k,accessories,eyelet headband,NobodyFinds,69,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_15.jpg,https://www.pinterest.com/pin/83879611806563983/,y2k,accessories,,isabel,15,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_16.jpg,https://www.pinterest.com/pin/ASxXxUuRe_nb5wXIZ05N6lZ9RPtNIsh8P0rVrJhraB9xuqaOYEP5tsSsZ5R-OZXYFLGprzuEclw4jnj_Aw9-IUQ/,y2k,accessories,Cat Beanie Beanies Y2k Beanie Knit Hat Grunge Goth y2k Accessories Crochet Hats for Women,,48,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_17.jpg,https://www.pinterest.com/pin/422281211938739/,y2k,accessories,AYYSHULAN Cute Cherry Keychain Bag Charms Star Keyring Sweet Aesthetic Y2K Accessory Kawaii Purse for Car Keys Women Girls,,60,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_18.jpg,https://www.pinterest.com/pin/14636767535818853/,y2k,accessories,,Gerry Farrell,"5,6 тыс.",20,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/y2k/accessories/img_19.jpg,https://www.pinterest.com/pin/362399101290042538/,y2k,accessories,Tiffany and Co. Épingles à étoile en argent,1stDibs,4,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_0.jpg,https://www.pinterest.com/pin/2040762328630804/,old money,outfit,Old Money style 2024,Tracy Carson,619,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_1.jpg,https://www.pinterest.com/pin/1829656094951223/,old money,outfit,30 Classy Outfits That Will Make You Look Like a Million Bucks! 54,Mangly AUS,"4,2 тыс.",37,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_2.jpg,https://www.pinterest.com/pin/12666442697233782/,old money,outfit,28 Best Old Money Outfits For Your Inner Rich Society Debut!,"Harrman Kaurr | Outfits, Tips, Nails Self-care & More",136,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_3.jpg,https://www.pinterest.com/pin/1337074890208092/,old money,outfit,Old Money Spring Outfits 2026: White Button Down with Light Wash Denim,"Evaliya | Women’s Fashion, Nails, Hairstyles & Outfits Trends",188,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_4.jpg,https://www.pinterest.com/pin/1407443630714997/,old money,outfit,10 Outfits old money para este otoño,EsLaModa ,327,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_5.jpg,https://www.pinterest.com/pin/280489883039972476/,old money,outfit,"22 Cute Old Money Spring Outfits 2026 – Classy, Casual & Timeless Style Inspo",Ivina Oleksandra blog | Trevalix Fashion,5,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_6.jpg,https://www.pinterest.com/pin/1125968743216144/,old money,outfit,❀,+a,280,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_7.jpg,https://www.pinterest.com/pin/70437490010108/,old money,outfit,15 Old Money Spring Outfits for Effortless Chic,Austin Chapple,118,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_8.jpg,https://www.pinterest.com/pin/844493676529384/,old money,outfit,,789,188,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_9.jpg,https://www.pinterest.com/pin/914862421360809/,old money,outfit,,Ara Rodriguez,323,5,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_10.jpg,https://www.pinterest.com/pin/1900024839802994/,old money,outfit,,kuww,707,6,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_11.jpg,https://www.pinterest.com/pin/105271710035739464/,old money,outfit,,Women-Club.Online | Fashion | Hairstyle | Make-UP | Nails Ideas,17,0,True,
,https://www.pinterest.com/pin/4011087181536849/,old money,outfit,,,,,False,Timeout 30000ms exceeded.
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_13.jpg,https://www.pinterest.com/pin/563018699546980/,old money,outfit,✨,life with Maira,129,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_14.jpg,https://www.pinterest.com/pin/3588874697873292/,old money,outfit,,Monica Travis,278,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_15.jpg,https://www.pinterest.com/pin/211174978460177/,old money,outfit,Summer Elegance: Timeless Old Money Outfits for Stylish Women,ZNT - Women's Fashion: Clothing | Outfits | Dresses | Style 2024,95,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_16.jpg,https://www.pinterest.com/pin/107875353570955177/,old money,outfit,How to Build an ‘Old Money’ Capsule Wardrobe That Looks Expensive,Pretty Girly Things | Old money style & capsule wardrobe,47,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_17.jpg,https://www.pinterest.com/pin/70437489320186/,old money,outfit,Old Money,LADY AKAR,831,20,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_18.jpg,https://www.pinterest.com/pin/1196337405053228/,old money,outfit,,,96,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/outfit/img_19.jpg,https://www.pinterest.com/pin/21673641951715644/,old money,outfit,8 Elegant Old Money Outfits Perfect for Fall 2026 - The Catalog by Celine,The Catalog by Celine | Fashion | Beauty | Books | Lifestyle,563,30,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_0.jpg,https://www.pinterest.com/pin/41376890330168225/,old money,accessories,Accessories all rich people have ❤️,bhumiijainn,18,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_1.jpg,https://www.pinterest.com/pin/422281212287336/,old money,accessories,,♡𝓘𝓭𝓪𝓡𝓪𝓶𝓪𝓷𝓪༉,862,5,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_2.jpg,https://www.pinterest.com/pin/3588874697491883/,old money,accessories,Vintage Watch Finds | Caitlyn Minimalist,Caitlyn Minimalist ,524,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_3.jpg,https://www.pinterest.com/pin/3729612233500848/,old money,accessories,Coming Soon… 🌞 #SheShinesBrand,sheshinesbrand,35,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_4.jpg,https://www.pinterest.com/pin/2814818512344857/,old money,accessories,,achadinhos jade,146,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_5.jpg,https://www.pinterest.com/pin/211174979153855/,old money,accessories,Watch,Isabellaaa,354,3,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_6.jpg,https://www.pinterest.com/pin/4503668373608050/,old money,accessories,,Divine Feminine Forum,81,0,True,
,https://www.pinterest.com/pin/34128909673264150/,old money,accessories,,,,,False,Timeout 30000ms exceeded.
,https://www.pinterest.com/pin/281543726435793/,old money,accessories,,,,,False,Timeout 30000ms exceeded.
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_9.jpg,https://www.pinterest.com/pin/64880050877945910/,old money,accessories,Silk scarf details ✨,Pinja K,19,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_10.jpg,https://www.pinterest.com/pin/370561875611617004/,old money,accessories,Tortoise Lydia Headband -- Tortoise,,1,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_11.jpg,https://www.pinterest.com/pin/774124931415672/,old money,accessories,"Minimalist Jewelry Collection: Elegant Rings, Necklaces, Bracelets & Earrings",ClassicStyle2025,445,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_12.jpg,https://www.pinterest.com/pin/115615915431288088/,old money,accessories,,Courtney's Chronicles,39,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_13.jpg,https://www.pinterest.com/pin/140806234259252/,old money,accessories,Vintage locket necklace,cndigital,"2,7 тыс.",0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_14.jpg,https://www.pinterest.com/pin/2181499816659917/,old money,accessories,"Red Gloves, Vintage Watches & Gold Ring: Classic Elegance ❤️⌚",Caitlyn Minimalist ,31,0,True,
,https://www.pinterest.com/pin/241505598764000112/,old money,accessories,,,,,False,Timeout 30000ms exceeded.
,https://www.pinterest.com/pin/563018698832744/,old money,accessories,,,,,False,Timeout 30000ms exceeded.
/root/24943_Alpatova_computer_netwoprks/task3/data/old money/accessories/img_17.jpg,https://www.pinterest.com/pin/844493675082797/,old money,accessories,,𝘤𝘩𝘦𝘳𝘳𝘺,600,3,True,
,https://www.pinterest.com/pin/4011087181536849/,old money,accessories,,Your Classy Style ACADEMY,706,3,False,"Page.click: Timeout 30000ms exceeded.
Call log:
  - waiting for locator(""[data-test-id=\""pin-action-dropdown-download\""]"")
"
,https://www.pinterest.com/pin/52987733113849615/,old money,accessories,,,,,False,Timeout 30000ms exceeded.
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_0.jpg,https://www.pinterest.com/pin/7599893117625886/,sport,outfit,Gym outfit inspo 🏋🏾🏋🏻‍♀️,ZAHRA,524,4,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_1.jpg,https://www.pinterest.com/pin/8022105582872549/,sport,outfit,Sport girl outfit,Вероника Мельникова,154,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_2.jpg,https://www.pinterest.com/pin/22166223164231439/,sport,outfit,,Elif Mina Durmaz,296,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_3.jpg,https://www.pinterest.com/pin/2181499817047508/,sport,outfit,Sweatpants Outfits 2026 – Chic & Smart Casual...,Women Lifestyle ⭐ Inspiration | Hairstyles | Nails | Outfits,45,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_4.jpg,https://www.pinterest.com/pin/1337074890085335/,sport,outfit,35 Active Wear Outfits That Are Stylish and Comfortable,memorycreatorUK,65,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_5.jpg,https://www.pinterest.com/pin/18295942231826146/,sport,outfit,Chic Athleisure: Black Workout Outfit Essentials,Hanna Wolff,16,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_6.jpg,https://www.pinterest.com/pin/14707136280836931/,sport,outfit,,Avis Hane,584,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_7.jpg,https://www.pinterest.com/pin/5559199538222555/,sport,outfit,"21 Gym Outfits That Are Comfy, Practical, and Cute Enough to Turn a Few (or All) Heads","Harrman Kaurr | Outfits, Tips, Nails Self-care & More",37,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_8.jpg,https://www.pinterest.com/pin/33706697207650415/,sport,outfit,Gym | Gym fit | Fitness | Dream Physique,J,61,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_9.jpg,https://www.pinterest.com/pin/281543726783062/,sport,outfit,Lovely Spring Mom Outfits 2026: Sporty Red Layers with a Street-Style Twist,Ivina Oleksandra blog | Trevalix Fashion,25,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_10.jpg,https://www.pinterest.com/pin/10344274147451690/,sport,outfit,,Інжу,158,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_11.jpg,https://www.pinterest.com/pin/2392606048985321/,sport,outfit,,Buse,661,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_12.jpg,https://www.pinterest.com/pin/985231162460226/,sport,outfit,Workout clothes set for women models Outfits,Alex morel,176,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_13.jpg,https://www.pinterest.com/pin/4785143352067303/,sport,outfit,,wwvvii,199,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_14.jpg,https://www.pinterest.com/pin/3025924746700027/,sport,outfit,,Sandra Jeremiah,103,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_15.jpg,https://www.pinterest.com/pin/2040762329236366/,sport,outfit,Next Drop,Christina Yan,5,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_16.jpg,https://www.pinterest.com/pin/31243791160867790/,sport,outfit,school outfit,malia faith,299,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_17.jpg,https://www.pinterest.com/pin/4081455907524256/,sport,outfit,,,29,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_18.jpg,https://www.pinterest.com/pin/211174978357249/,sport,outfit,"26 Cool Summer Fitness Outfits Ideas - Exploring, Brunching & Fitness In The Cutest Active Wear",London Kensington Guide - Fashion Beauty Travel & Lifestyle Tips,172,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/outfit/img_19.jpg,https://www.pinterest.com/pin/3870349675478313/,sport,outfit,AI tennis shoot on clay court,iamlilith.ai,101,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_0.jpg,https://www.pinterest.com/pin/6403624466002245/,sport,accessories,,Deja,215,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_1.jpg,https://www.pinterest.com/pin/4996249583210950/,sport,accessories,Im Trend: Teuer trainieren: Diese Sportgeräte von Luxusmarken machen sich gut in der Wohnung,NZZ Bellevue,1,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_2.jpg,https://www.pinterest.com/pin/15692298698243852/,sport,accessories,Cozy Minimal Athleisure Flatlay,Annkers | Minimal & Athleisure Wear,24,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_3.jpg,https://www.pinterest.com/pin/5277724558887873/,sport,accessories,"With a globally curated assortment of designers and brands, SEVENSTORE offers a unique collection of clothing, footwear and accessories from luxury fashion houses, archetypal contemporaries, and collaborative behemoths to the forefront of fashion.",,20,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_4.jpg,https://www.pinterest.com/pin/40462096656693799/,sport,accessories,,GoUp Sports,134,2,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_5.jpg,https://www.pinterest.com/pin/49680402135610592/,sport,accessories,,renée-renard,3,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_6.jpg,https://www.pinterest.com/pin/68730421065/,sport,accessories,The Sporting Life,British Vogue ,0,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_7.jpg,https://www.pinterest.com/pin/6614730698988336/,sport,accessories,"Boné de Beisebol de Bloco de Cores Personalizado Novo 2024, Proteção Solar, Leve, Bordado de Letra, Hip-Hop Boné de Beisebol de Inverno e Outono",,9,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_8.jpg,https://www.pinterest.com/pin/7177680649937273/,sport,accessories,Samsøe & Samsøe Crafts Chic Outdoor Gear With Nordisk,HYPEBAE,3,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_9.jpg,https://www.pinterest.com/pin/145030050494527624/,sport,accessories,2 peças Protetor voleibol,,7,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_10.jpg,https://www.pinterest.com/pin/4011087180613710/,sport,accessories,Prince pickleball collection for target,lisa | the styled stories,8,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_11.jpg,https://www.pinterest.com/pin/89298005107200613/,sport,accessories,Sun Protective Anti UV Ear Hook Neck Gaiter,,43,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_12.jpg,https://www.pinterest.com/pin/51017408273890237/,sport,accessories,The Best Running Gear to Pack for Destination Races and Training on Vacation,Condé Nast Traveler ,8,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_13.jpg,https://www.pinterest.com/pin/1266706141857564/,sport,accessories,🐍 Campagne fictive pour Gucci — L’élégance en mouvement,studio.painaulait,66,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_14.jpg,https://www.pinterest.com/pin/59532026398090384/,sport,accessories,,Daniela Cruz,11,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_15.jpg,https://www.pinterest.com/pin/985231164798426/,sport,accessories,"Gym Bags, Travel Backpacks + Yoga Bags",Free People ,68,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_16.jpg,https://www.pinterest.com/pin/351069733473313238/,sport,accessories,Loro Piana - The Suitcase Stripe Wood And Leather Paddleball Set - Brown - one size,,5,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_17.jpg,https://www.pinterest.com/pin/4785143351614951/,sport,accessories,31 Tennis-Themed Gift Ideas That Serve Court Style,ELLE DECOR ,9,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_18.jpg,https://www.pinterest.com/pin/80713018314424586/,sport,accessories,"À l’aide d’une IA, il dévoile une (fausse) collaboration entre Nike et Jacquemus",Creapills ,3,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/sport/accessories/img_19.jpg,https://www.pinterest.com/pin/34691859627821841/,sport,accessories,Alo Yoga® Strappy Siren Grip Socks - White,,5,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_0.jpg,https://www.pinterest.com/pin/7248049396720898/,grunge,outfit,Грандж стиль🍂,Киллер,502,15,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_1.jpg,https://www.pinterest.com/pin/38562140559510182/,grunge,outfit,,vincent,134,4,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_2.jpg,https://www.pinterest.com/pin/3799980931195223/,grunge,outfit,Grunge outfit,🖤Jaxon🖤,439,20,True,
,https://www.pinterest.com/pin/12736811443304323/,grunge,outfit,,,,,False,Timeout 30000ms exceeded.
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_4.jpg,https://www.pinterest.com/pin/2251868559141542/,grunge,outfit,if only i wasn't broke,rue,550,18,True,
,https://www.pinterest.com/pin/4714774605024069/,grunge,outfit,,,,,False,Timeout 30000ms exceeded.
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_6.jpg,https://www.pinterest.com/pin/560487116148520844/,grunge,outfit,,Lynn Outfits,535,6,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_7.jpg,https://www.pinterest.com/pin/8866530512135116/,grunge,outfit,,Dünya Güzel Güler,302,1,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_8.jpg,https://www.pinterest.com/pin/1337074888088776/,grunge,outfit,☆,sylvian !!,515,18,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_9.jpg,https://www.pinterest.com/pin/7036943163200406/,grunge,outfit,,Carolina,"1,6 тыс.",35,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_10.jpg,https://www.pinterest.com/pin/346495765095360217/,grunge,outfit,*.~in love with a e-girl~.*,Wattpad ,1,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_11.jpg,https://www.pinterest.com/pin/24347654231858400/,grunge,outfit,Swaggy Tomboy Street Style Outfits,Mary Windler,57,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_12.jpg,https://www.pinterest.com/pin/15058980000430752/,grunge,outfit,grunge y2k aesthetic outfits inspo ideas,vampteaw,909,16,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_13.jpg,https://www.pinterest.com/pin/4785143352007794/,grunge,outfit,,elfss,21,0,True,
/root/24943_Alpatova_computer_netwoprks/task3/data/grunge/outfit/img_14.jpg,https://www.pinterest.com/pin/22025485673856896/,grunge,outfit,Grunge Outfits,୨Eva୧,665,0,True,
